3	1	-0.234904	0.15964	0.95882	Seares	西尔斯
3	1	-0.866618	0.355426	-0.350207	Cyrano	西哈诺
3	1	-0.0925144	0.394437	-0.914254	Sikorsky	西科尔斯基
3	1	0.889409	0.39599	-0.228351	Cyrillus	西里尔
3	1	-0.297216	0.903988	-0.307357	Hilbert	希尔伯特
2	1	0.984765	0.108719	0.135716	Hyginus	希吉努斯
3	1	-0.128028	-0.488013	0.863396	Zsigmondy	席格蒙迪
3	1	0.479527	-0.388313	-0.786935	Schiller	席勒
3	1	-0.907168	0.41917	-0.0366437	Schliemann	谢里曼
3	1	-0.460689	0.86643	-0.192522	Sherrington	谢灵顿
3	1	-0.00695781	0.996613	-0.0819385	Hume	休姆
3	1	-0.174522	0.191126	-0.965926	Schrodinger	薛定谔
3	1	-0.30142	0.381664	0.873772	Yablochkov	雅勃洛奇科夫
2	1	0.538191	0.108518	-0.835807	Jacobi	雅可比
3	1	0.315281	0.788258	-0.528438	Adams	亚当斯
3	1	0.610819	0.191419	0.768284	Aristoteles	亚里士多德
3	1	0.741596	0.178041	0.64679	Alexander	亚历山大
3	1	0.953089	0.0783582	0.292372	Yangel'	扬格利
3	1	-0.98872	-0.117898	-0.0923706	Icarus	伊卡洛斯
3	1	-0.804357	0.512432	-0.300706	Isaev	伊萨耶夫
3	1	0.991942	0.0902738	-0.0888943	Hipparchus	依巴谷
2	1	0.24431	-0.629869	-0.737277	Inghirami	因吉拉米
3	1	0.348885	-0.314138	0.882948	J.Herschel	约赫歇尔
3	1	-0.612173	-0.750598	-0.24869	Ioffe	约费
3	1	-0.0486881	0.899001	0.435231	Joliot	约里奥
3	1	0.102264	0.182981	-0.977783	Demonax	泽莫纳克斯
3	1	-0.943376	0.1988	-0.265556	Zwicky	兹威基
3	2	0.428772	-0.894917	0.123601	Descensus	德森萨斯平原
3	3	0.841417	0.350248	-0.411514	Altai	阿尔泰峭壁
3	3	0.744411	-0.485276	-0.45865	Kelvin	开尔文峭壁
3	3	0.917956	-0.125744	-0.376224	Recta	直壁
3	4	0.735671	-0.530582	0.421036	Arduino	阿尔杜伊诺山脊
2	4	0.669774	-0.574065	0.471012	Argand	阿尔甘山脊
3	4	0.575313	0.752478	0.320613	Oppel	奥佩尔山脊
3	4	0.82796	0.497489	0.258819	Barlow	巴洛山脊
3	4	6.11E-17	0.99863	0.052336	Dana	达纳山脊
3	4	0.606801	0.790798	-0.0801989	Geikie	盖基山脊
3	4	0.837882	-0.238677	0.490904	Grabau	葛利普山脊
3	4	0.424408	0.870165	0.25038	Harker	哈克山脊
3	4	0.735907	-0.421458	0.529919	Heim	海姆山脊
3	4	0.655959	0.754595	0.0174524	Cushman	库什曼山脊
3	4	0.808963	-0.351747	0.471012	Zirkel	齐克尔山脊
3	4	0.842463	-0.290083	0.45399	Stille	施蒂勒山脊
3	4	0.917433	0.228742	0.325568	Sorby	索比山脊
3	4	0.520183	0.832467	0.190809	Termier	泰尔米埃山脊
2	4	0.760521	-0.624699	-0.177085	Ewing	尤因山脊
3	5	0.943215	-0.065956	0.325568	Ampere	安培山
3	5	0.938489	-0.0475418	0.34202	Huygens	惠更斯山
2	5	0.400025	-0.642667	0.653421	Rumker	吕姆克山
3	5	0.690006	-0.108052	0.715693	Pico	皮科山
3	5	0.759131	-0.0145761	0.650774	Piton	皮通山
3	5	0.706999	0.0123407	0.707107	Blanc	勃朗峰
3	5	0.689552	-0.00962859	0.724172	Alpes	阿尔卑斯山脉
3	5	0.51112	-0.708685	0.486335	Agricola	阿格里科拉山脉
3	5	0.724698	0.634425	-0.26892	Pyrenaeus	比利牛斯山脉
3	5	0.771787	0.136087	0.621148	Caucasus	高加索山脉
3	5	0.928192	0.150334	0.34038	Haemus	海玛斯山脉
3	5	0.662871	0.578259	0.475624	Taurus	金牛山脉
3	5	0.881676	-0.399946	0.25038	Carpatus	喀尔巴阡山脉
3	5	0.139322	-0.943486	-0.300706	Cordillera	科迪勒拉山脉
3	5	0.874173	-0.466765	-0.133986	Riphaeus	里菲山脉
3	5	0.816035	-0.0713938	0.573576	Spitzbergen	施皮茨贝尔根山脉
3	5	0.666335	-0.139205	0.732543	Teneriffe	特内里费山脉
3	5	0.944113	-0.0610531	0.323917	Apenninus	亚平宁山脉
3	5	0.628777	-0.228856	0.743145	Recti	直列山脉
3	5	0.564343	-0.380654	0.732543	Jura	侏罗山脉
3	6	0.511227	-0.799383	0.315649	Procellarum	风暴洋
3	7	0.661587	0.0369884	0.748956	Alpes	阿尔卑斯大峡谷
3	7	0.0942806	-0.779092	-0.619779	Bouvard	布瓦尔谷
3	8	0.842082	0.265507	0.469472	Serenitatis	澄海
3	8	0.850724	-0.509148	0.130526	Insularum	岛海
2	8	-0.0460763	-0.942097	-0.332161	Orientale	东海
3	8	0.619458	0.77321	-0.135716	Fecunditatis	丰富海
3	8	0.080935	0.541549	0.836764	Humboldtianum	洪堡海
3	8	0.0661911	0.970925	0.23005	Marginis	界海
3	8	0.844175	0.515287	0.147809	Tranquillitatis	静海
3	8	0.785635	0.560388	-0.262189	Nectaris	酒海
3	8	0.365535	0.923236	0.118404	Undarum	浪海
3	8	0.559026	0.0136623	0.829038	Frigoris	冷海
3	8	-0.752767	0.47221	0.45865	Moscoviense	莫斯科海
3	8	-0.0407301	0.777177	-0.627963	Australe	南海
3	8	0.420958	0.906877	0.0191974	Spumans	泡沫海
3	8	0.971259	0.0611064	0.23005	Vaporum	汽海
3	8	0.350318	0.854163	0.384295	Anguis	蛇海
